show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s466,TV Show,The Sentinel,Kelly Reichardt,"Jennifer Lawrence, John David Washington, Deepika Padukone",Australia,"July 27, 2018",2005,TV-14,4 Seasons,"Crime TV Shows, Thrillers","Told across sweeping landscapes of Los Angeles, this pulse-pounding saga tracks a unlikely hero through loss, loyalty, and an unexpected battle for justice."
s467,TV Show,The Underground,Paul Thomas Anderson,"Florence Pugh, Morgan Freeman, Amy Adams",United Kingdom,"November 14, 2020",2017,TV-PG,6 Seasons,Reality TV,"Told across sweeping landscapes of rural France, this critically acclaimed saga tracks a journalist through loss, revenge, and an unexpected battle for redemption."
s468,TV Show,The Task Force,Francis Ford Coppola,"Deepika Padukone, Florence Pugh, Samuel L. Jackson",France,"December 3, 2020",2015,TV-G,3 Seasons,"Reality TV, Talk Shows","In the heart of Los Angeles, a scientist uncovers a dangerous secret that pulls them into a world of crime. A visually stunning tale of love and loyalty."
s469,TV Show,Double Agent,David Fincher,"Natalie Portman, Amy Adams, Viola Davis",Mexico,"January 20, 2023",2009,R,2 Seasons,"TV Dramas, British TV Shows","Set against the vivid backdrop of small-town America, this thought-provoking drama follows a detective grappling with loyalty and an unrelenting search for the truth."
s470,TV Show,The Cover-Up Season Zero,Martin Scorsese,"Adam Driver, Jun Ji-hyun, Anthony Mackie",United Kingdom,"April 17, 2019",2012,TV-PG,6 Seasons,Reality TV,"A gripping story set in rural France, following a con artist whose life is upended by an unexpected reunion. When the truth comes to light, they must find the strength to fight for freedom."
s471,TV Show,Threshold Classified,Federico Fellini,"Park Bo-gum, Gemma Chan, Deepika Padukone",Canada,"February 21, 2022",2007,TV-14,2 Seasons,"Romantic TV Shows, Korean TV Shows","In the heart of rural France, a teacher uncovers a dangerous secret that pulls them into a world of supernatural mystery. A visually stunning tale of identity and love."
s472,TV Show,Exposed,James Wan,"Tilda Swinton, Gong Yoo, Lupita Nyong'o",Canada,"October 7, 2021",2002,R,2 Seasons,"Comedies, Romantic TV Shows","After a catastrophic accident, a teacher in Los Angeles is forced to confront an unstoppable force and risk everything for redemption. A thought-provoking exploration of love."
s473,TV Show,Trigger Point Reloaded,Pedro Almodóvar,"Robert De Niro, Charlize Theron, Ali Wong",Germany,"February 3, 2018",2022,TV-PG,4 Seasons,"Dramas, International TV Shows","A darkly comic story set in war-torn Beirut, following a rogue agent whose life is upended by a devastating loss. When everything goes wrong, they must find the strength to fight for the truth."
s474,TV Show,The Precinct : Origins,Terrence Malick,"Steven Yeun, Tom Hanks, Tilda Swinton",Nigeria,"July 22, 2021",2014,TV-MA,3 Seasons,"Reality TV, Talk Shows","Set against the vivid backdrop of 1970s New York, this pulse-pounding drama follows a unlikely hero grappling with revenge and an unrelenting search for justice."
s475,TV Show,Sleeper Cell Reloaded,Tim Burton,"Samuel L. Jackson, Margot Robbie, Jennifer Lawrence",United Kingdom,"November 15, 2021",2014,TV-MA,1 Season,"Romantic TV Shows, Korean TV Shows","Set against the vivid backdrop of small-town America, this thought-provoking drama follows a rogue agent grappling with survival and an unrelenting search for redemption."
s476,TV Show,The Task Force,Francis Ford Coppola,"Florence Pugh, Daniel Kaluuya, Emma Stone",United States,"November 5, 2018",2010,TV-MA,5 Seasons,"Kids TV, Family Watch Together TV","Set against the vivid backdrop of Tokyo, this darkly comic drama follows a grieving mother grappling with identity and an unrelenting search for justice."
s477,TV Show,The Power Struggle Chronicles,Wes Anderson,"Cate Blanchett, Viola Davis, Florence Pugh",Japan,"May 3, 2023",2022,TV-G,4 Seasons,"TV Mysteries, Thrillers","After a devastating loss, a former soldier in modern Seoul is forced to confront a corrupt official and risk everything for survival. A visually stunning exploration of revenge."
s478,TV Show,Double Agent,Lars von Trier,"Riz Ahmed, Dev Patel, Tilda Swinton",Japan,"October 23, 2020",2000,R,5 Seasons,"Romantic TV Shows, Korean TV Shows",A detective navigates the dangerous underbelly of rural France in this thought-provoking thriller where the truth comes to light and survival demands everything.
s479,TV Show,The Network,Lynne Ramsay,"Samuel L. Jackson, Adam Driver, Amitabh Bachchan",Canada,"August 1, 2023",2004,TV-G,6 Seasons,"Anime Series, Action & Adventure","A critically acclaimed story set in 1970s New York, following a single father whose life is upended by a mysterious disappearance. When the stakes become personal, they must find the strength to fight for the truth."
s480,TV Show,The Test Subject,Quentin Tarantino,"Oscar Isaac, Awkwafina, Florence Pugh",Canada,"May 10, 2021",2003,TV-G,6 Seasons,"Romantic TV Shows, Korean TV Shows","Set against the vivid backdrop of rural France, this thought-provoking drama follows a scientist grappling with revenge and an unrelenting search for redemption."
s481,TV Show,The Network Season Zero,Bong Joon-ho,"Deepika Padukone, Meryl Streep, Dev Patel",Turkey,"November 10, 2022",2021,TV-PG,4 Seasons,"Sci-Fi & Fantasy, TV Shows","When a sudden revelation shakes the foundations of their life, a scientist in a remote island discovers that everything goes wrong. A heart-wrenching journey of justice and faith."
s482,TV Show,Collateral,Pedro Almodóvar,"Song Kang-ho, Jun Ji-hyun, Margot Robbie",United States,"February 13, 2018",2015,TV-PG,1 Season,"TV Comedies, British TV Shows","A emotionally charged story set in modern Seoul, following a con artist whose life is upended by a catastrophic accident. When old enemies resurface, they must find the strength to fight for justice."
s483,TV Show,The Hunt,Werner Herzog,"Florence Pugh, Natalie Portman, Steven Yeun",Spain,"January 1, 2018",2011,R,5 Seasons,"Kids TV, Family Watch Together TV","When a sudden revelation shakes the foundations of their life, a single father in 1970s New York discovers that old enemies resurface. A gripping journey of revenge and identity."
s484,TV Show,The Underground,Werner Herzog,"Margot Robbie, Lee Byung-hun, Priyanka Chopra",Turkey,"July 6, 2018",2003,TV-14,6 Seasons,"Crime TV Shows, International TV Shows","In the heart of futuristic Mumbai, a grieving mother uncovers a dangerous secret that pulls them into a world of corporate greed. A pulse-pounding tale of love and survival."
s485,TV Show,The Task Force,Kelly Reichardt,"Robert De Niro, Zendaya, Priyanka Chopra",Brazil,"October 1, 2022",2017,R,1 Season,"TV Comedies, British TV Shows","After an unexpected reunion, a former soldier in modern Seoul is forced to confront a shadowy organization and risk everything for the truth. A critically acclaimed exploration of identity."
s486,TV Show,Wildfire,Jane Campion,"Charlize Theron, Brad Pitt, Tilda Swinton",France,"March 3, 2022",2000,R,6 Seasons,"Crime TV Shows, International TV Shows","Set against the vivid backdrop of rural France, this heart-wrenching drama follows a rookie cop grappling with betrayal and an unrelenting search for their family."
s487,TV Show,The Task Force Reloaded,Spike Lee,"Julianne Moore, Lupita Nyong'o, Tom Hanks",Turkey,"August 3, 2022",2002,TV-G,2 Seasons,"Anime Series, Action & Adventure","In the heart of small-town America, a rebel leader uncovers a dangerous secret that pulls them into a world of crime. A gripping tale of betrayal and love."
s488,TV Show,Night Shift,Federico Fellini,"Anthony Mackie, Lee Byung-hun, Tilda Swinton",South Korea,"December 17, 2019",2003,R,2 Seasons,"TV Comedies, British TV Shows","After a mysterious disappearance, a scientist in modern Seoul is forced to confront a dangerous enemy and risk everything for freedom. A gripping exploration of love."
s489,TV Show,Internal Affairs,Akira Kurosawa,"Florence Pugh, Anthony Mackie, Margot Robbie",Turkey,"April 16, 2017",2011,R,6 Seasons,"Kids TV, Family Watch Together TV",A unlikely hero navigates the dangerous underbelly of rural France in this critically acclaimed thriller where loyalties are tested and survival demands everything.
s490,TV Show,The Hunt,Jane Campion,"Chris Pratt, Florence Pugh, Samuel L. Jackson",Mexico,"July 16, 2020",2013,TV-PG,5 Seasons,"TV Comedies, British TV Shows","Told across sweeping landscapes of Los Angeles, this thought-provoking saga tracks a rogue agent through loss, redemption, and an unexpected battle for the truth."
s491,TV Show,Sleeper Cell Reloaded,Wes Anderson,"Oscar Isaac, Natalie Portman, Denzel Washington",South Korea,"September 21, 2019",2012,TV-MA,1 Season,"TV Comedies, British TV Shows","Set against the vivid backdrop of rural France, this visually stunning drama follows a rogue agent grappling with betrayal and an unrelenting search for the truth."
s492,TV Show,The Fixer,Federico Fellini,"Emma Stone, Brad Pitt, Steven Yeun",France,"June 19, 2018",2017,TV-G,1 Season,"Crime TV Shows, Docuseries","A darkly comic story set in Los Angeles, following a rookie cop whose life is upended by a catastrophic accident. When betrayal strikes from within, they must find the strength to fight for their family."
s493,TV Show,Lockdown,Chloe Zhao,"Ali Wong, Meryl Streep, Michael Fassbender",United States,"July 9, 2017",2003,TV-14,4 Seasons,"TV Dramas, British TV Shows","A emotionally charged story set in a remote island, following a detective whose life is upended by a shocking murder. When loyalties are tested, they must find the strength to fight for the truth."
s494,TV Show,Operation Echo,Quentin Tarantino,"Margot Robbie, Viola Davis, Steven Yeun",Italy,"February 16, 2023",2013,TV-PG,6 Seasons,"Romantic TV Shows, Korean TV Shows","When a sudden revelation shakes the foundations of their life, a teacher in small-town America discovers that old enemies resurface. A gripping journey of revenge and faith."
s495,TV Show,Wildfire Reloaded,Paul Thomas Anderson,"Morgan Freeman, Viola Davis, Samuel L. Jackson",Australia,"January 4, 2018",2001,TV-14,1 Season,"TV Comedies, British TV Shows","After a shocking murder, a grieving mother in futuristic Mumbai is forced to confront an unstoppable force and risk everything for justice. A gripping exploration of loyalty."
s496,TV Show,Off the Grid,Denis Villeneuve,"Robert De Niro, Ryan Gosling, Tilda Swinton",Italy,"October 23, 2023",2012,TV-14,3 Seasons,"TV Dramas, British TV Shows","Told across sweeping landscapes of 1970s New York, this thought-provoking saga tracks a rookie cop through loss, betrayal, and an unexpected battle for the truth."
s497,TV Show,The Conspiracy,Chloe Zhao,"Shah Rukh Khan, Deepika Padukone, Jun Ji-hyun",Nigeria,"August 24, 2018",2002,TV-PG,3 Seasons,"Kids TV, Family Watch Together TV","In the heart of Los Angeles, a exiled prince uncovers a dangerous secret that pulls them into a world of supernatural mystery. A heart-wrenching tale of justice and loyalty."
s498,TV Show,The Hunt Chronicles,Yorgos Lanthimos,"Zendaya, Deepika Padukone, Tilda Swinton",Nigeria,"February 16, 2019",2006,R,5 Seasons,Reality TV,"A critically acclaimed story set in rural France, following a scientist whose life is upended by a devastating loss. When loyalties are tested, they must find the strength to fight for their family."
s499,TV Show,Wildfire,Greta Gerwig,"Jun Ji-hyun, Charlize Theron, Natalie Portman",United States,"July 9, 2018",2021,R,3 Seasons,"TV Action & Adventure, International TV Shows","Set against the vivid backdrop of war-torn Beirut, this gripping drama follows a former soldier grappling with justice and an unrelenting search for justice."
s500,TV Show,Outbreak,Ryan Coogler,"Saoirse Ronan, Brad Pitt, Cate Blanchett",Brazil,"March 7, 2020",2016,R,4 Seasons,"TV Horror, Thrillers","Set against the vivid backdrop of 1970s New York, this critically acclaimed drama follows a exiled prince grappling with identity and an unrelenting search for redemption."
